Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,175.41000366210938,176.3000030517578,174.1699981689453,176.05999755859375,154.0401153564453,2571500
2019-01-03,175.4499969482422,176.4499969482422,174.41000366210938,174.89999389648438,153.025146484375,3728200
2019-01-04,176.02999877929688,179.1999969482422,175.69000244140625,178.27999877929688,155.98243713378906,3194300
2019-01-07,178.13999938964844,181.8800048828125,178.13999938964844,180.22000122070312,157.67977905273438,3283000
2019-01-08,181.9600067138672,182.2899932861328,179.91000366210938,180.60000610351562,158.01226806640625,2941400
2019-01-09,180.55999755859375,180.89999389648438,179.19000244140625,180.2899932861328,157.7410430908203,2680700
2019-01-10,179.83999633789062,181.8800048828125,179.32000732421875,181.5500030517578,158.8434600830078,2498500
2019-01-11,180.58999633789062,182.39999389648438,180.4600067138672,182.3699951171875,159.56088256835938,2348900
2019-01-14,181.4199981689453,181.75,180.69000244140625,181.22000122070312,158.55471801757812,1886200
2019-01-15,181.47000122070312,183.2100067138672,180.74000549316406,181.02000427246094,158.3797607421875,3860200
2019-01-16,180.94000244140625,181.52999877929688,179.13999938964844,179.35000610351562,156.91860961914062,3375600
2019-01-17,179.25,181.11000061035156,179.02999877929688,181.11000061035156,158.45849609375,3061000
2019-01-18,183.0399932861328,183.25999450683594,180.94000244140625,182.57000732421875,159.73590087890625,3498000
2019-01-22,182.25,185.47999572753906,182.25,184.57000732421875,161.4857635498047,3190300
2019-01-23,184.77999877929688,186.1699981689453,184.11000061035156,186.08999633789062,162.8156280517578,2530700
2019-01-24,186.86000061035156,187.8800048828125,185.94000244140625,187.3699951171875,163.93556213378906,3214200
2019-01-25,188.77000427246094,189.4199981689453,183.92999267578125,184.0,160.98704528808594,4405600
2019-01-28,183.05999755859375,183.72000122070312,181.8300018310547,183.60000610351562,160.63706970214844,4138700
2019-01-29,183.27999877929688,183.72000122070312,180.97000122070312,182.1699981689453,159.38587951660156,3666700
2019-01-30,182.9199981689453,187.7899932861328,178.6699981689453,181.77000427246094,159.0359649658203,9489900
2019-01-31,180.25,181.85000610351562,176.8699951171875,178.77999877929688,156.41989135742188,10440100
2019-02-01,179.5500030517578,180.49000549316406,176.47999572753906,176.72000122070312,154.61752319335938,6529200
2019-02-04,177.2899932861328,177.77999877929688,175.66000366210938,177.5500030517578,155.34376525878906,4533800
2019-02-05,177.7100067138672,179.4199981689453,177.22000122070312,177.57000732421875,155.36123657226562,4495900
2019-02-06,177.5500030517578,177.5500030517578,175.99000549316406,176.17999267578125,154.14508056640625,3965200
2019-02-07,176.0,176.25999450683594,174.30999755859375,175.27999877929688,153.35763549804688,4176300
2019-02-08,174.77000427246094,175.47000122070312,174.39999389648438,174.75,152.89398193359375,4051600
2019-02-11,175.24000549316406,175.89999389648438,174.1699981689453,174.25999450683594,152.46519470214844,3216400
2019-02-12,174.7899932861328,175.27999877929688,173.8000030517578,173.97000122070312,152.21148681640625,4692800
2019-02-13,174.0,174.66000366210938,173.75,174.14999389648438,152.36900329589844,5283000
2019-02-14,173.92999267578125,176.44000244140625,173.41000366210938,175.8699951171875,153.8738555908203,4428800
2019-02-15,177.27999877929688,179.97999572753906,177.00999450683594,179.97000122070312,157.4611053466797,4648600
2019-02-19,181.11000061035156,181.89999389648438,179.16000366210938,179.25,156.83108520507812,4765400
2019-02-20,179.47000122070312,180.9199981689453,179.33999633789062,180.49000549316406,157.9160614013672,3707400
2019-02-21,180.4499969482422,183.33999633789062,180.39999389648438,182.80999755859375,159.94586181640625,4391000
2019-02-22,182.97999572753906,183.41000366210938,182.0,183.1699981689453,160.26084899902344,3073500
2019-02-25,183.92999267578125,184.7100067138672,182.41000366210938,182.61000061035156,159.77090454101562,3090800
2019-02-26,183.44000244140625,183.80999755859375,182.47000122070312,183.2100067138672,160.29583740234375,2219100
2019-02-27,183.07000732421875,184.05999755859375,182.83999633789062,183.36000061035156,160.4270782470703,2261700
2019-02-28,182.1300048828125,183.97999572753906,182.00999450683594,183.83999633789062,161.87110900878906,3297900
2019-03-01,184.58999633789062,185.64999389648438,184.07000732421875,185.0500030517578,162.93650817871094,2691000
2019-03-04,184.5500030517578,184.72999572753906,179.6999969482422,180.58999633789062,159.00949096679688,4899800
2019-03-05,180.60000610351562,181.75,180.35000610351562,181.35000610351562,159.6786651611328,3362500
2019-03-06,182.0,183.4600067138672,181.89999389648438,182.02999877929688,160.2774200439453,2083900
2019-03-07,182.1199951171875,182.38999938964844,179.9499969482422,180.52000427246094,158.9478302001953,3268100
2019-03-08,179.75,180.0,178.27000427246094,179.5,158.04971313476562,2757200
