Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,21.239999771118164,22.420000076293945,21.0,22.350000381469727,22.350000381469727,1434600
2019-01-03,22.31999969482422,22.329999923706055,21.34000015258789,21.43000030517578,21.43000030517578,1155300
2019-01-04,21.850000381469727,23.09000015258789,21.850000381469727,22.610000610351562,22.610000610351562,1746500
2019-01-07,22.739999771118164,23.09000015258789,22.100000381469727,22.600000381469727,22.600000381469727,2013500
2019-01-08,22.700000762939453,23.31999969482422,22.399999618530273,23.299999237060547,23.299999237060547,2153800
2019-01-09,23.6200008392334,24.770000457763672,23.43000030517578,24.760000228881836,24.760000228881836,3708000
2019-01-10,24.420000076293945,24.6299991607666,24.100000381469727,24.34000015258789,24.34000015258789,5538000
2019-01-11,24.059999465942383,24.829999923706055,23.940000534057617,24.790000915527344,24.790000915527344,1041600
2019-01-14,24.290000915527344,24.809999465942383,24.25,24.5,24.5,1117700
2019-01-15,24.479999542236328,24.729999542236328,23.860000610351562,24.40999984741211,24.40999984741211,1303900
2019-01-16,24.479999542236328,24.860000610351562,24.350000381469727,24.639999389648438,24.639999389648438,1057900
2019-01-17,24.3700008392334,25.200000762939453,24.360000610351562,24.979999542236328,24.979999542236328,1156700
2019-01-18,25.25,25.670000076293945,24.8799991607666,25.469999313354492,25.469999313354492,1945900
2019-01-22,23.56999969482422,25.780000686645508,22.8700008392334,25.600000381469727,25.600000381469727,5797400
2019-01-23,25.90999984741211,27.0,25.719999313354492,26.440000534057617,26.440000534057617,3721600
2019-01-24,26.280000686645508,26.34000015258789,25.489999771118164,25.639999389648438,25.639999389648438,1405700
2019-01-25,26.229999542236328,26.84000015258789,25.899999618530273,26.6299991607666,26.6299991607666,1495600
2019-01-28,26.1200008392334,26.65999984741211,26.09000015258789,26.540000915527344,26.540000915527344,1231800
2019-01-29,26.809999465942383,26.959999084472656,25.979999542236328,26.040000915527344,26.040000915527344,1209900
2019-01-30,26.5,27.329999923706055,26.329999923706055,27.270000457763672,27.270000457763672,1764300
2019-01-31,26.940000534057617,27.6299991607666,26.860000610351562,27.389999389648438,27.389999389648438,1415700
2019-02-01,27.489999771118164,27.920000076293945,27.420000076293945,27.559999465942383,27.559999465942383,897300
2019-02-04,27.690000534057617,28.059999465942383,27.389999389648438,27.729999542236328,27.729999542236328,839300
2019-02-05,27.700000762939453,27.84000015258789,27.43000030517578,27.5,27.5,773500
2019-02-06,27.459999084472656,27.799999237060547,27.43000030517578,27.56999969482422,27.56999969482422,815200
2019-02-07,27.260000228881836,27.40999984741211,26.520000457763672,27.290000915527344,27.290000915527344,1117400
2019-02-08,27.149999618530273,27.520000457763672,26.649999618530273,26.790000915527344,26.790000915527344,1425300
2019-02-11,26.780000686645508,27.229999542236328,26.600000381469727,27.229999542236328,27.229999542236328,1557200
2019-02-12,27.479999542236328,28.09000015258789,27.239999771118164,27.780000686645508,27.780000686645508,1166000
2019-02-13,28.010000228881836,28.170000076293945,27.520000457763672,27.84000015258789,27.84000015258789,1074000
2019-02-14,27.709999084472656,28.06999969482422,27.600000381469727,27.639999389648438,27.639999389648438,1156000
