Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,ASGN,ATI,BK,CASH,CCRN,HAIN,KELYA,MCD,WFC,ASGN,ATI,BK,CASH,CCRN,HAIN,KELYA,MCD,WFC,ASGN,ATI,BK,CASH,CCRN,HAIN,KELYA,MCD,WFC,ASGN,ATI,BK,CASH,CCRN,HAIN,KELYA,MCD,WFC,ASGN,ATI,BK,CASH,CCRN,HAIN,KELYA,MCD,WFC,ASGN,ATI,BK,CASH,CCRN,HAIN,KELYA,MCD,WFC
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02 00:00:00+00:00,63.36000061035156,25.6200008392334,44.38273620605469,29.702699661254883,12.920000076293945,41.95000076293945,25.408672332763672,147.81192016601562,50.24272918701172,63.36000061035156,25.6200008392334,53.81999969482422,30.833332061767578,12.920000076293945,41.95000076293945,27.3799991607666,173.22000122070312,61.09000015258789,64.23999786376953,25.649999618530273,54.400001525878906,30.96666717529297,13.0,42.709999084472656,27.829999923706055,174.47999572753906,61.36000061035156,62.650001525878906,24.3700008392334,53.68000030517578,30.366666793823242,12.579999923706055,41.880001068115234,27.1299991607666,172.66000366210938,60.70000076293945,64.23999786376953,24.469999313354492,54.27000045776367,30.96666717529297,12.6899995803833,42.630001068115234,27.299999237060547,173.72999572753906,61.040000915527344,338800,2551300,3633100,246900,194600,989000,158100,3696900,13819300
2018-01-03 00:00:00+00:00,63.11000061035156,26.110000610351562,44.65487289428711,28.980201721191406,12.390000343322754,40.91999816894531,25.59427261352539,147.18896484375,50.629268646240234,63.11000061035156,26.110000610351562,54.150001525878906,30.083332061767578,12.390000343322754,40.91999816894531,27.579999923706055,172.49000549316406,61.560001373291016,63.81999969482422,26.209999084472656,54.25,30.950000762939453,12.930000305175781,42.02000045776367,27.75,173.63999938964844,61.77000045776367,62.75,25.43000030517578,53.65999984741211,30.083332061767578,12.359999656677246,40.880001068115234,27.010000228881836,172.0,61.099998474121094,63.41999816894531,25.780000686645508,53.91999816894531,30.833332061767578,12.899999618530273,42.0,27.3700008392334,173.22999572753906,61.220001220703125,175500,2195300,2409300,313500,273400,757900,140300,3789600,14203700
2018-01-04 00:00:00+00:00,64.19000244140625,26.639999389648438,45.10018539428711,28.691207885742188,12.460000038146973,40.599998474121094,25.696352005004883,148.2215118408203,51.262550354003906,64.19000244140625,26.639999389648438,54.689998626708984,29.78333282470703,12.460000038146973,40.599998474121094,27.690000534057617,173.6999969482422,62.33000183105469,64.5,27.190000534057617,55.04999923706055,30.52666664123535,12.739999771118164,40.970001220703125,28.020000457763672,174.1300048828125,63.04999923706055,63.380001068115234,25.959999084472656,54.2599983215332,29.766666412353516,12.359999656677246,40.40999984741211,27.489999771118164,172.72999572753906,61.90999984741211,63.380001068115234,26.229999542236328,54.369998931884766,30.183332443237305,12.4399995803833,40.90999984741211,27.75,173.24000549316406,61.97999954223633,167500,2419800,2886500,189900,222300,692600,121300,2756400,18740500
2018-01-05 00:00:00+00:00,65.25,26.670000076293945,45.21563720703125,28.948095321655273,12.5600004196167,40.5099983215332,25.816991806030273,148.52017211914062,51.607967376708984,65.25,26.670000076293945,54.83000183105469,30.049999237060547,12.5600004196167,40.5099983215332,27.81999969482422,174.0500030517578,62.75,65.44999694824219,26.8799991607666,54.91999816894531,30.709999084472656,12.640000343322754,40.79999923706055,27.90999984741211,175.0,62.810001373291016,63.77000045776367,26.219999313354492,54.43000030517578,29.816667556762695,12.380000114440918,39.04999923706055,27.510000228881836,173.39999389648438,62.09000015258789,64.12999725341797,26.68000030517578,54.849998474121094,30.016666412353516,12.479999542236328,39.43000030517578,27.90999984741211,174.0,62.7599983215332,289700,1316800,2514700,143400,299100,1556200,99300,3737700,14217900
2018-01-08 00:00:00+00:00,67.94000244140625,27.260000228881836,45.40530014038086,29.333425521850586,12.640000343322754,41.06999969482422,25.965471267700195,148.41781616210938,51.024044036865234,67.94000244140625,27.260000228881836,55.060001373291016,30.450000762939453,12.640000343322754,41.06999969482422,27.979999542236328,173.92999267578125,62.040000915527344,68.29000091552734,27.709999084472656,55.2599983215332,30.516666412353516,12.930000305175781,41.25,28.15999984741211,174.2100067138672,62.72999954223633,65.69999694824219,27.059999465942383,54.75,29.866666793823242,12.350000381469727,40.58000183105469,27.600000381469727,172.92999267578125,61.939998626708984,66.0,27.200000762939453,54.869998931884766,30.183332443237305,12.529999732971191,40.599998474121094,27.829999923706055,173.74000549316406,62.65999984741211,350000,3890800,3773100,176100,329400,891700,129200,2060800,15569400
2018-01-09 00:00:00+00:00,67.01000213623047,27.25,45.8176383972168,29.30131721496582,12.729999542236328,40.2599983215332,25.752029418945312,148.0850067138672,51.20498275756836,67.01000213623047,27.25,55.560001373291016,30.416667938232422,12.729999542236328,40.2599983215332,27.75,173.5399932861328,62.2599983215332,68.26000213623047,27.350000381469727,55.779998779296875,30.850000381469727,12.8100004196167,41.33000183105469,28.049999237060547,174.22999572753906,62.77000045776367,66.93000030517578,26.420000076293945,55.08000183105469,30.25,12.5600004196167,40.22999954223633,27.729999542236328,173.00999450683594,62.06999969482422,68.05000305175781,27.209999084472656,55.119998931884766,30.46666717529297,12.649999618530273,41.06999969482422,27.969999313354492,174.22999572753906,62.29999923706055,394900,1856400,4121700,192300,142800,857600,148500,2674300,15766500
2018-01-10 00:00:00+00:00,65.94999694824219,27.389999389648438,47.252525329589844,32.817466735839844,12.600000381469727,39.5099983215332,26.01187515258789,148.05938720703125,51.91228485107422,65.94999694824219,27.389999389648438,57.29999923706055,34.06666564941406,12.600000381469727,39.5099983215332,28.030000686645508,173.50999450683594,63.119998931884766,67.55999755859375,27.489999771118164,57.38999938964844,34.766666412353516,12.699999809265137,40.33000183105469,28.030000686645508,174.0,63.400001525878906,65.69999694824219,27.15999984741211,55.75,31.52666664123535,12.420000076293945,39.18000030517578,27.469999313354492,172.47000122070312,62.36000061035156,66.7300033569336,27.25,55.95000076293945,31.649999618530273,12.699999809265137,40.16999816894531,27.65999984741211,173.5,62.47999954223633,177400,1542800,5113400,757200,202500,844900,201600,2172500,18107500
2018-01-11 00:00:00+00:00,66.9000015258789,29.139999389648438,47.68959045410156,33.347312927246094,12.710000038146973,39.45000076293945,26.38307762145996,147.95700073242188,51.82181167602539,66.9000015258789,29.139999389648438,57.83000183105469,34.616668701171875,12.710000038146973,39.45000076293945,28.43000030517578,173.38999938964844,63.0099983215332,67.04000091552734,29.170000076293945,57.86000061035156,35.11000061035156,12.770000457763672,39.79999923706055,28.510000228881836,174.5500030517578,63.66999816894531,65.95999908447266,27.520000457763672,57.2400016784668,33.78333282470703,12.59000015258789,39.310001373291016,27.93000030517578,172.10000610351562,62.689998626708984,65.95999908447266,27.649999618530273,57.58000183105469,34.116668701171875,12.600000381469727,39.630001068115234,28.020000457763672,173.55999755859375,63.650001525878906,166900,3223700,3476200,272100,141400,624800,76500,3078000,22075000
